,Gender,Race,Year,pct,CrimeType,Arrested,Frisked,Searched,HandCuff,PepperSpray,Firearm,Other,CEW,Stopped,Verbal,Summons
19743,Male,Hispanic,2006,83,Substance,6,104,7,7,0,0,42,0,229,0,11
19744,Unknown,Hispanic,2006,83,Substance,0,0,0,0,0,0,0,0,2,0,0
19745,Female,Other,2006,83,Substance,0,1,0,1,0,0,0,0,3,0,0
19746,Male,Other,2006,83,Substance,0,7,0,1,0,0,1,0,15,0,2
19747,Unknown,Other,2006,83,Substance,0,2,1,0,0,0,2,0,9,0,1
19748,Female,White,2006,83,Substance,0,3,1,0,0,0,0,0,10,0,1
19749,Male,White,2006,83,Substance,0,7,0,1,0,0,3,0,14,0,0
28561,Female,Black,2006,83,Theft,0,11,1,0,0,0,4,0,45,0,5
28562,Male,Black,2006,83,Theft,38,669,67,23,0,15,342,0,1142,0,39
28563,Unknown,Black,2006,83,Theft,0,3,0,0,0,0,2,0,8,0,0
28564,Female,Hispanic,2006,83,Theft,1,15,3,2,0,0,6,0,64,0,5
28565,Male,Hispanic,2006,83,Theft,25,771,43,22,0,5,442,0,1607,0,68
28566,Unknown,Hispanic,2006,83,Theft,0,14,2,1,0,0,10,0,24,0,0
28567,Female,Other,2006,83,Theft,0,3,0,0,0,0,0,0,10,0,0
28568,Male,Other,2006,83,Theft,4,61,3,2,0,0,27,0,127,0,2
28569,Unknown,Other,2006,83,Theft,2,27,2,1,0,2,11,0,74,0,4
28570,Female,White,2006,83,Theft,0,1,0,0,0,0,0,0,8,0,1
28571,Male,White,2006,83,Theft,1,44,5,0,0,0,19,0,98,0,6
28572,Unknown,White,2006,83,Theft,0,1,0,0,0,0,0,0,1,0,0
36739,Female,Black,2006,83,Tresspass,0,3,0,0,0,0,1,0,7,0,2
36740,Male,Black,2006,83,Tresspass,5,34,4,2,0,1,11,0,73,0,7
36741,Unknown,Black,2006,83,Tresspass,0,0,0,0,0,0,0,0,1,0,0
36742,Female,Hispanic,2006,83,Tresspass,0,6,0,0,0,0,3,0,16,0,1
36743,Male,Hispanic,2006,83,Tresspass,4,36,8,2,0,0,26,0,109,0,7
36744,Unknown,Hispanic,2006,83,Tresspass,0,1,0,0,0,0,1,0,1,0,0
36745,Female,Other,2006,83,Tresspass,0,0,0,0,0,0,1,0,1,0,1
36746,Male,Other,2006,83,Tresspass,0,6,2,0,0,0,3,0,20,0,2
36747,Unknown,Other,2006,83,Tresspass,0,0,0,0,0,0,0,0,4,0,0
36748,Female,White,2006,83,Tresspass,0,0,0,0,0,0,1,0,2,0,0
36749,Male,White,2006,83,Tresspass,0,2,0,0,0,0,2,0,7,0,0
44506,Female,Black,2006,83,Weapon,0,11,1,0,0,0,2,0,14,0,1
44507,Male,Black,2006,83,Weapon,16,510,69,14,1,7,212,0,569,0,26
44508,Unknown,Black,2006,83,Weapon,0,3,0,0,0,0,0,0,3,0,0
44509,Female,Hispanic,2006,83,Weapon,0,17,2,1,0,0,9,0,20,0,1
44510,Male,Hispanic,2006,83,Weapon,18,617,64,16,0,14,309,0,685,0,40
44511,Unknown,Hispanic,2006,83,Weapon,1,11,2,1,0,1,6,0,12,0,1
44512,Female,Other,2006,83,Weapon,0,1,0,0,0,0,0,0,1,0,0
44513,Male,Other,2006,83,Weapon,1,56,5,2,0,0,34,0,65,0,4
44514,Unknown,Other,2006,83,Weapon,3,54,2,0,0,1,25,0,66,0,1
44515,Male,White,2006,83,Weapon,1,32,4,3,0,0,17,0,35,0,4
44516,Unknown,White,2006,83,Weapon,0,1,0,0,0,0,0,0,1,0,1
5148,Female,Black,2006,84,Assault,0,3,0,1,0,0,3,0,25,0,1
5149,Male,Black,2006,84,Assault,6,63,6,17,0,0,33,0,141,0,6
5150,Female,Hispanic,2006,84,Assault,0,2,0,0,0,0,1,0,3,0,0
5151,Male,Hispanic,2006,84,Assault,1,15,3,3,0,0,7,0,32,0,2
5152,Unknown,Hispanic,2006,84,Assault,0,0,0,0,0,0,0,0,1,0,0
5153,Male,Other,2006,84,Assault,0,1,0,0,0,0,0,0,1,0,0
5154,Unknown,Other,2006,84,Assault,0,1,1,0,0,0,0,0,1,0,0
5155,Female,White,2006,84,Assault,1,2,1,1,0,0,1,0,4,0,0
5156,Male,White,2006,84,Assault,0,4,1,0,0,0,3,0,15,0,0
12528,Female,Black,2006,84,Other,1,2,1,0,0,0,1,0,24,0,0
12529,Male,Black,2006,84,Other,7,51,9,9,0,0,28,0,217,0,7
12530,Female,Hispanic,2006,84,Other,0,0,0,0,0,0,0,0,9,0,0
12531,Male,Hispanic,2006,84,Other,4,17,4,4,0,0,6,0,67,0,4
12532,Unknown,Hispanic,2006,84,Other,0,0,0,0,0,0,1,0,1,0,0
12533,Female,Other,2006,84,Other,1,1,0,1,0,0,1,0,4,0,0
12534,Male,Other,2006,84,Other,0,4,0,1,0,0,1,0,15,0,4
12535,Unknown,Other,2006,84,Other,0,1,0,0,0,0,0,0,2,0,0
12536,Female,White,2006,84,Other,0,1,0,0,0,0,0,0,10,0,0
12537,Male,White,2006,84,Other,1,14,3,2,0,0,7,0,72,0,6
19842,Female,Black,2006,84,Substance,2,3,2,2,0,0,0,0,16,0,1
19843,Male,Black,2006,84,Substance,10,76,15,6,0,0,28,0,185,0,11
19844,Female,Hispanic,2006,84,Substance,0,0,0,0,0,0,0,0,5,0,1
19845,Male,Hispanic,2006,84,Substance,5,16,4,1,0,0,3,0,42,0,1
19846,Unknown,Hispanic,2006,84,Substance,0,0,0,0,0,0,0,0,1,0,0
19847,Male,Other,2006,84,Substance,0,2,0,0,0,0,0,0,4,0,0
19848,Unknown,Other,2006,84,Substance,0,1,0,0,0,0,0,0,2,0,0
19849,Female,White,2006,84,Substance,0,2,1,0,0,0,1,0,6,0,1
19850,Male,White,2006,84,Substance,0,1,0,0,0,0,0,0,22,0,1
28699,Female,Black,2006,84,Theft,3,12,2,1,0,0,2,0,118,0,2
28700,Male,Black,2006,84,Theft,30,434,47,33,1,7,138,0,967,0,28
28701,Unknown,Black,2006,84,Theft,0,0,0,0,0,0,0,0,4,0,0
28702,Female,Hispanic,2006,84,Theft,1,0,1,2,0,0,1,0,39,0,1
28703,Male,Hispanic,2006,84,Theft,6,110,15,1,0,4,35,0,286,0,13
28704,Unknown,Hispanic,2006,84,Theft,0,0,0,0,0,0,0,0,1,0,0
28705,Female,Other,2006,84,Theft,0,1,0,0,0,0,0,0,4,0,0
28706,Male,Other,2006,84,Theft,0,11,2,1,0,2,2,0,34,0,2
28707,Unknown,Other,2006,84,Theft,0,1,0,0,0,0,1,0,4,0,0
28708,Female,White,2006,84,Theft,0,1,0,0,0,0,0,0,30,0,8
28709,Male,White,2006,84,Theft,2,32,9,3,0,0,13,0,131,0,6
36841,Female,Black,2006,84,Tresspass,2,6,2,0,0,0,0,0,63,0,4
36842,Male,Black,2006,84,Tresspass,10,59,14,4,0,0,13,0,354,0,21
36843,Female,Hispanic,2006,84,Tresspass,2,4,2,0,0,0,1,0,23,0,5
36844,Male,Hispanic,2006,84,Tresspass,2,7,2,1,0,0,1,0,71,0,2
36845,Female,Other,2006,84,Tresspass,0,0,0,0,0,0,0,0,2,0,0
36846,Male,Other,2006,84,Tresspass,0,3,0,0,0,0,1,0,17,0,0
36847,Unknown,Other,2006,84,Tresspass,0,0,0,0,0,0,0,0,6,0,0
36848,Female,White,2006,84,Tresspass,0,0,0,0,0,0,0,0,4,0,2
36849,Male,White,2006,84,Tresspass,1,5,1,1,0,0,0,0,24,0,1
44628,Female,Black,2006,84,Weapon,0,21,1,1,0,0,1,0,35,0,4
44629,Male,Black,2006,84,Weapon,13,275,46,15,0,10,84,0,332,0,35
44630,Unknown,Black,2006,84,Weapon,0,3,1,1,0,0,1,0,3,0,2
44631,Female,Hispanic,2006,84,Weapon,0,9,1,0,0,0,4,0,10,0,0
44632,Male,Hispanic,2006,84,Weapon,4,74,10,4,0,1,21,0,90,0,9
44633,Female,Other,2006,84,Weapon,0,0,0,0,0,0,0,0,1,0,0
44634,Male,Other,2006,84,Weapon,0,11,0,0,0,0,4,0,14,0,2
44635,Unknown,Other,2006,84,Weapon,0,1,0,0,0,0,0,0,1,0,0
44636,Female,White,2006,84,Weapon,0,2,0,0,0,0,0,0,4,0,0
44637,Male,White,2006,84,Weapon,1,28,4,1,0,0,9,0,38,0,6
5253,Female,Black,2006,88,Assault,3,3,0,4,0,1,2,0,19,0,0
5254,Male,Black,2006,88,Assault,6,44,8,7,0,1,22,0,120,0,2
5255,Unknown,Black,2006,88,Assault,0,0,0,0,0,0,0,0,2,0,0
5256,Female,Hispanic,2006,88,Assault,0,1,0,1,0,1,1,0,1,0,0
5257,Male,Hispanic,2006,88,Assault,0,6,0,1,0,0,3,0,13,0,1
5258,Male,Other,2006,88,Assault,0,1,0,0,0,0,1,0,4,0,0
5259,Unknown,Other,2006,88,Assault,0,4,0,1,0,1,3,0,7,0,0
5260,Female,White,2006,88,Assault,0,0,0,0,0,0,0,0,1,0,0
5261,Male,White,2006,88,Assault,0,0,0,0,0,0,0,0,3,0,0
12634,Female,Black,2006,88,Other,1,3,0,0,0,0,0,0,28,0,0
12635,Male,Black,2006,88,Other,10,70,15,5,0,0,30,0,232,0,7
12636,Unknown,Black,2006,88,Other,0,0,0,0,0,0,1,0,3,0,0
12637,Female,Hispanic,2006,88,Other,0,0,0,0,0,0,0,0,7,0,0
12638,Male,Hispanic,2006,88,Other,1,9,1,2,0,0,16,0,38,0,1
12639,Unknown,Hispanic,2006,88,Other,0,1,0,0,0,0,0,0,3,0,0
12640,Female,Other,2006,88,Other,0,0,0,0,0,0,0,0,3,0,0
12641,Male,Other,2006,88,Other,0,2,0,0,0,0,1,0,11,0,3
12642,Unknown,Other,2006,88,Other,0,2,1,1,0,0,1,0,7,0,3
12643,Male,White,2006,88,Other,1,4,1,0,0,0,4,0,22,0,2
19941,Female,Black,2006,88,Substance,20,81,8,1,0,0,11,0,166,0,11
19942,Male,Black,2006,88,Substance,141,549,78,28,0,1,178,0,1135,0,92
19943,Unknown,Black,2006,88,Substance,2,2,2,0,0,0,2,0,6,0,0
19944,Female,Hispanic,2006,88,Substance,3,14,2,0,0,0,3,0,39,0,5
19945,Male,Hispanic,2006,88,Substance,24,87,12,6,0,0,25,0,177,0,18
19946,Unknown,Hispanic,2006,88,Substance,0,1,0,0,0,0,1,0,5,0,0
19947,Female,Other,2006,88,Substance,1,3,1,0,0,0,1,0,10,0,3
19948,Male,Other,2006,88,Substance,9,21,7,2,0,0,8,0,36,0,0
19949,Unknown,Other,2006,88,Substance,3,21,3,1,0,0,16,0,50,0,3
19950,Female,White,2006,88,Substance,1,4,1,0,0,0,2,0,22,0,1
19951,Male,White,2006,88,Substance,7,18,4,2,0,0,5,0,57,0,6
28837,Female,Black,2006,88,Theft,3,20,2,4,0,3,9,0,97,0,3
28838,Male,Black,2006,88,Theft,48,853,69,33,0,8,305,0,1889,0,85
28839,Unknown,Black,2006,88,Theft,0,6,0,0,0,0,3,0,14,0,0
28840,Female,Hispanic,2006,88,Theft,0,4,0,0,0,1,1,0,28,0,0
28841,Male,Hispanic,2006,88,Theft,3,141,4,5,0,3,50,0,322,0,11
28842,Unknown,Hispanic,2006,88,Theft,0,2,0,0,0,1,2,0,4,0,0
28843,Female,Other,2006,88,Theft,0,2,0,0,0,0,0,0,7,0,0
28844,Male,Other,2006,88,Theft,0,20,1,1,0,3,6,0,65,0,2
28845,Unknown,Other,2006,88,Theft,1,31,2,2,0,0,14,0,80,0,2
28846,Female,White,2006,88,Theft,1,1,1,0,0,0,1,0,19,0,2
28847,Male,White,2006,88,Theft,3,34,5,2,0,1,11,0,128,0,6
28848,Unknown,White,2006,88,Theft,0,0,0,0,0,0,0,0,1,0,0
36940,Female,Black,2006,88,Tresspass,7,9,6,2,0,0,3,0,104,0,4
36941,Male,Black,2006,88,Tresspass,24,90,18,8,0,2,13,0,506,0,28
36942,Unknown,Black,2006,88,Tresspass,0,0,0,0,0,0,0,0,4,0,1
36943,Female,Hispanic,2006,88,Tresspass,2,2,2,0,0,0,0,0,19,0,2
36944,Male,Hispanic,2006,88,Tresspass,4,15,3,1,0,0,4,0,75,0,9
36945,Unknown,Hispanic,2006,88,Tresspass,0,0,0,0,0,0,0,0,1,0,0
36946,Female,Other,2006,88,Tresspass,0,1,0,0,0,0,1,0,6,0,1
36947,Male,Other,2006,88,Tresspass,2,3,2,0,0,0,0,0,17,0,1
36948,Unknown,Other,2006,88,Tresspass,0,3,1,0,0,0,1,0,17,0,1
36949,Female,White,2006,88,Tresspass,0,0,0,0,0,0,0,0,2,0,0
36950,Male,White,2006,88,Tresspass,1,2,0,0,0,0,1,0,15,0,0
44734,Female,Black,2006,88,Weapon,2,9,4,2,0,0,3,0,21,0,1
44735,Male,Black,2006,88,Weapon,16,599,34,20,0,7,184,0,687,0,77
44736,Unknown,Black,2006,88,Weapon,0,1,0,0,0,0,0,0,2,0,0
44737,Female,Hispanic,2006,88,Weapon,0,3,1,0,0,3,1,0,5,0,1
44738,Male,Hispanic,2006,88,Weapon,5,100,11,4,0,2,31,0,110,0,10
44739,Unknown,Hispanic,2006,88,Weapon,0,4,0,0,0,0,2,0,4,0,0
44740,Female,Other,2006,88,Weapon,0,0,1,0,0,0,0,0,1,0,0
44741,Male,Other,2006,88,Weapon,0,15,2,1,0,1,8,0,21,0,4
44742,Unknown,Other,2006,88,Weapon,0,19,0,0,0,0,10,0,21,0,0
44743,Female,White,2006,88,Weapon,0,0,0,0,0,0,0,0,1,0,0
44744,Male,White,2006,88,Weapon,0,30,2,2,0,1,13,0,34,0,5
44745,Unknown,White,2006,88,Weapon,0,0,0,0,0,0,0,0,1,0,0
5360,Female,Black,2006,90,Assault,0,5,0,3,0,0,4,0,11,0,0
5361,Male,Black,2006,90,Assault,0,42,2,1,0,1,16,0,73,0,1
5362,Unknown,Black,2006,90,Assault,0,1,0,0,0,0,0,0,2,0,0
5363,Female,Hispanic,2006,90,Assault,0,2,0,1,0,0,2,0,5,0,0
5364,Male,Hispanic,2006,90,Assault,5,58,6,3,0,1,13,0,114,0,2
5365,Unknown,Hispanic,2006,90,Assault,0,0,0,0,0,0,0,0,1,0,0
5366,Female,Other,2006,90,Assault,0,0,0,0,0,0,0,0,2,0,0
5367,Male,Other,2006,90,Assault,0,4,0,0,0,0,0,0,8,0,0
5368,Unknown,Other,2006,90,Assault,0,3,0,1,0,0,1,0,7,0,1
5369,Male,White,2006,90,Assault,0,5,1,0,0,0,2,0,16,0,0
12740,Female,Black,2006,90,Other,0,2,0,0,0,0,1,0,9,0,1
12741,Male,Black,2006,90,Other,0,17,1,0,0,0,7,0,74,0,2
12742,Unknown,Black,2006,90,Other,0,2,0,0,0,0,0,0,3,0,0
12743,Female,Hispanic,2006,90,Other,0,2,1,0,0,1,0,0,8,0,0
12744,Male,Hispanic,2006,90,Other,1,25,4,1,0,0,5,0,118,0,7
12745,Unknown,Hispanic,2006,90,Other,0,0,0,0,0,0,0,0,1,0,0
12746,Male,Other,2006,90,Other,0,2,1,1,0,0,4,0,16,0,0
12747,Unknown,Other,2006,90,Other,0,1,0,0,0,0,1,0,8,0,0
12748,Female,White,2006,90,Other,0,1,1,0,0,0,0,0,7,0,0
12749,Male,White,2006,90,Other,3,9,3,1,0,0,2,0,39,0,3
20042,Female,Black,2006,90,Substance,0,0,0,0,0,0,0,0,7,0,1
20043,Male,Black,2006,90,Substance,3,47,5,1,0,0,16,0,163,0,2
20044,Unknown,Black,2006,90,Substance,0,0,0,0,0,0,0,0,4,0,0
20045,Female,Hispanic,2006,90,Substance,1,2,0,1,0,0,0,0,35,0,0
20046,Male,Hispanic,2006,90,Substance,2,90,11,3,0,1,19,0,384,0,5
20047,Unknown,Hispanic,2006,90,Substance,0,1,0,0,0,0,0,0,5,0,0
20048,Female,Other,2006,90,Substance,0,0,0,0,0,0,0,0,3,0,0
20049,Male,Other,2006,90,Substance,1,7,0,0,0,0,0,0,24,0,1
20050,Unknown,Other,2006,90,Substance,1,10,0,0,0,0,1,0,49,0,0
20051,Female,White,2006,90,Substance,0,0,0,0,0,0,0,0,6,0,0
20052,Male,White,2006,90,Substance,1,10,1,0,0,0,3,0,42,0,0
20053,Unknown,White,2006,90,Substance,0,0,0,0,0,0,0,0,2,0,0
28968,Female,Black,2006,90,Theft,2,6,1,0,0,4,2,0,41,0,0
28969,Male,Black,2006,90,Theft,15,428,40,12,0,7,149,0,1289,0,27
28970,Unknown,Black,2006,90,Theft,0,5,0,0,0,0,2,0,19,0,0
28971,Female,Hispanic,2006,90,Theft,0,8,1,1,0,0,2,0,90,0,0
28972,Male,Hispanic,2006,90,Theft,34,746,49,16,0,2,204,0,2832,0,50
28973,Unknown,Hispanic,2006,90,Theft,0,9,0,0,0,0,4,0,62,0,0
28974,Female,Other,2006,90,Theft,0,3,0,0,0,0,1,0,20,0,1
28975,Male,Other,2006,90,Theft,1,48,1,0,0,0,21,0,264,0,3
28976,Unknown,Other,2006,90,Theft,2,35,6,1,0,0,17,0,206,0,4
28977,Female,White,2006,90,Theft,1,0,0,0,0,0,1,0,40,0,0
28978,Male,White,2006,90,Theft,3,79,4,3,0,0,40,0,472,0,8
28979,Unknown,White,2006,90,Theft,0,1,0,0,0,0,0,0,11,0,0
37048,Female,Black,2006,90,Tresspass,0,2,0,0,0,0,0,0,29,0,1
37049,Male,Black,2006,90,Tresspass,10,53,10,2,0,0,9,0,222,0,4
37050,Female,Hispanic,2006,90,Tresspass,3,6,4,0,0,0,1,0,49,0,1
37051,Male,Hispanic,2006,90,Tresspass,3,42,4,1,0,0,5,0,224,0,3
37052,Unknown,Hispanic,2006,90,Tresspass,0,1,0,0,0,0,0,0,3,0,0
37053,Female,Other,2006,90,Tresspass,0,0,0,0,0,0,0,0,2,0,1
37054,Male,Other,2006,90,Tresspass,0,0,0,0,0,0,0,0,13,0,0
37055,Unknown,Other,2006,90,Tresspass,0,0,0,0,0,0,0,0,12,0,0
37056,Female,White,2006,90,Tresspass,1,2,1,0,0,0,0,0,8,0,1
37057,Male,White,2006,90,Tresspass,1,4,2,1,0,0,2,0,30,0,2
44846,Female,Black,2006,90,Weapon,0,5,0,0,0,0,0,0,8,0,0
44847,Male,Black,2006,90,Weapon,6,333,25,4,0,2,60,0,381,0,23
44848,Unknown,Black,2006,90,Weapon,0,2,0,0,0,0,0,0,3,0,0
44849,Female,Hispanic,2006,90,Weapon,0,5,0,1,0,1,3,0,9,0,0
44850,Male,Hispanic,2006,90,Weapon,16,516,39,9,0,7,104,0,603,0,35
44851,Unknown,Hispanic,2006,90,Weapon,0,8,0,0,0,0,1,0,9,0,1
44852,Female,Other,2006,90,Weapon,0,1,0,0,0,0,0,0,1,0,0
44853,Male,Other,2006,90,Weapon,1,29,3,1,0,1,6,0,32,0,0
44854,Unknown,Other,2006,90,Weapon,0,24,1,0,0,0,5,0,30,0,0
44855,Female,White,2006,90,Weapon,0,1,1,1,0,0,0,0,3,0,0
44856,Male,White,2006,90,Weapon,0,45,7,1,0,1,14,0,64,0,8
5466,Female,Black,2006,94,Assault,0,0,0,0,0,0,0,0,2,0,0
5467,Male,Black,2006,94,Assault,0,1,0,1,0,0,3,0,7,0,0
5468,Female,Hispanic,2006,94,Assault,0,2,0,0,0,0,0,0,8,0,0
5469,Male,Hispanic,2006,94,Assault,0,15,6,3,0,0,7,0,32,0,0
5470,Male,Other,2006,94,Assault,0,1,0,0,0,0,0,0,3,0,0
5471,Unknown,Other,2006,94,Assault,0,3,1,0,0,0,1,0,4,0,0
5472,Female,White,2006,94,Assault,1,2,0,1,0,0,0,0,4,0,0
5473,Male,White,2006,94,Assault,9,21,2,7,0,1,6,0,45,0,3
12845,Male,Black,2006,94,Other,2,8,3,3,0,0,4,0,20,0,2
12846,Female,Hispanic,2006,94,Other,0,0,0,0,0,0,0,0,2,0,0
12847,Male,Hispanic,2006,94,Other,5,16,2,0,0,0,3,0,38,0,2
12848,Unknown,Hispanic,2006,94,Other,0,0,0,0,0,0,0,0,1,0,0
12849,Female,Other,2006,94,Other,0,0,0,0,0,0,0,0,1,0,0
12850,Male,Other,2006,94,Other,0,0,1,1,0,0,1,0,8,0,0
12851,Unknown,Other,2006,94,Other,0,2,1,0,0,0,0,0,4,0,2
12852,Female,White,2006,94,Other,0,0,0,0,0,0,0,0,1,0,0
12853,Male,White,2006,94,Other,0,14,1,1,0,0,9,0,51,0,6
20152,Female,Black,2006,94,Substance,0,0,0,0,0,0,1,0,3,0,0
20153,Male,Black,2006,94,Substance,1,6,0,0,0,0,2,0,27,0,3
20154,Female,Hispanic,2006,94,Substance,0,0,0,0,0,0,0,0,3,0,0
20155,Male,Hispanic,2006,94,Substance,3,8,3,0,0,0,1,0,28,0,2
20156,Female,Other,2006,94,Substance,1,1,1,0,0,0,0,0,1,0,0
20157,Male,Other,2006,94,Substance,0,0,0,0,0,0,2,0,3,0,0
20158,Unknown,Other,2006,94,Substance,0,2,0,0,0,0,2,0,5,0,0
20159,Female,White,2006,94,Substance,1,2,1,0,0,0,0,0,4,0,0
20160,Male,White,2006,94,Substance,3,19,3,0,0,0,4,0,63,0,3
29107,Female,Black,2006,94,Theft,0,4,0,0,0,0,3,0,16,0,0
29108,Male,Black,2006,94,Theft,5,87,4,11,0,0,53,0,420,0,11
29109,Unknown,Black,2006,94,Theft,0,0,0,0,0,0,0,0,1,0,0
29110,Female,Hispanic,2006,94,Theft,0,1,1,1,0,0,2,0,27,0,0
29111,Male,Hispanic,2006,94,Theft,16,123,17,9,0,1,52,0,707,0,30
29112,Unknown,Hispanic,2006,94,Theft,0,0,0,0,0,0,1,0,7,0,0
29113,Female,Other,2006,94,Theft,0,0,0,0,0,0,0,0,4,0,0
29114,Male,Other,2006,94,Theft,2,6,2,0,0,0,10,0,108,0,4
29115,Unknown,Other,2006,94,Theft,0,3,0,1,0,1,10,0,74,0,3
29116,Female,White,2006,94,Theft,1,0,0,0,0,0,3,0,55,0,1
29117,Male,White,2006,94,Theft,9,77,12,9,0,0,58,0,894,0,60
29118,Unknown,White,2006,94,Theft,0,0,0,0,0,0,0,0,5,0,0
37157,Female,Black,2006,94,Tresspass,0,0,0,0,0,0,0,0,3,0,0
37158,Male,Black,2006,94,Tresspass,1,3,1,0,0,0,1,0,19,0,0
37159,Female,Hispanic,2006,94,Tresspass,0,0,0,0,0,0,0,0,1,0,0
37160,Male,Hispanic,2006,94,Tresspass,0,3,0,0,0,0,2,0,16,0,1
37161,Female,Other,2006,94,Tresspass,0,0,0,0,0,0,0,0,1,0,0
37162,Male,Other,2006,94,Tresspass,0,0,0,0,0,0,0,0,1,0,0
37163,Female,White,2006,94,Tresspass,0,0,0,0,0,0,0,0,11,0,3
37164,Male,White,2006,94,Tresspass,0,0,0,0,0,0,0,0,37,0,11
44970,Male,Black,2006,94,Weapon,1,27,10,2,0,0,10,0,36,0,4
44971,Female,Hispanic,2006,94,Weapon,0,1,0,0,0,0,1,0,1,0,0
44972,Male,Hispanic,2006,94,Weapon,0,37,10,1,0,3,15,0,43,0,5
44973,Female,Other,2006,94,Weapon,0,1,0,0,0,0,0,0,1,0,0
44974,Male,Other,2006,94,Weapon,0,5,3,0,0,1,2,0,6,0,2
44975,Unknown,Other,2006,94,Weapon,0,3,1,0,0,0,2,0,4,0,1
44976,Male,White,2006,94,Weapon,3,57,10,2,0,2,20,0,63,0,4
44977,Unknown,White,2006,94,Weapon,0,1,0,0,0,0,0,0,1,0,0
5545,Female,Black,2006,100,Assault,3,4,5,3,0,1,0,0,12,0,0
5546,Male,Black,2006,100,Assault,7,45,8,4,0,4,22,0,67,0,1
5547,Female,Hispanic,2006,100,Assault,2,2,2,1,0,0,0,0,2,0,0
5548,Male,Hispanic,2006,100,Assault,2,10,4,3,0,1,6,0,18,0,2
5549,Male,White,2006,100,Assault,3,10,6,3,0,0,9,0,24,0,1
12925,Female,Black,2006,100,Other,3,4,4,3,1,0,5,0,6,0,0
12926,Male,Black,2006,100,Other,7,29,10,11,0,3,24,0,67,0,3
12927,Female,Hispanic,2006,100,Other,0,0,0,0,0,0,0,0,1,0,0
12928,Male,Hispanic,2006,100,Other,2,9,3,1,0,1,6,0,18,0,2
12929,Male,Other,2006,100,Other,0,0,0,0,0,0,0,0,3,0,0
12930,Female,White,2006,100,Other,0,0,0,0,0,0,0,0,1,0,0
12931,Male,White,2006,100,Other,3,9,6,4,0,0,3,0,20,0,2
20226,Female,Black,2006,100,Substance,0,3,0,0,0,0,1,0,7,0,1
20227,Male,Black,2006,100,Substance,14,133,34,17,0,1,68,0,200,0,7
20228,Female,Hispanic,2006,100,Substance,0,2,1,1,0,0,1,0,4,0,0
20229,Male,Hispanic,2006,100,Substance,3,29,5,2,0,0,10,0,35,0,2
20230,Male,Other,2006,100,Substance,0,1,0,0,0,0,1,0,2,0,0
20231,Female,White,2006,100,Substance,1,3,1,0,0,0,1,0,5,0,0
20232,Male,White,2006,100,Substance,3,62,8,3,0,0,39,0,73,0,4
20233,Unknown,White,2006,100,Substance,0,0,0,0,0,0,1,0,1,0,0
29219,Female,Black,2006,100,Theft,5,8,4,3,0,0,3,0,29,0,4
29220,Male,Black,2006,100,Theft,58,376,97,55,2,28,145,0,666,0,42
29221,Female,Hispanic,2006,100,Theft,2,7,1,1,0,0,3,0,19,0,3
29222,Male,Hispanic,2006,100,Theft,8,80,17,7,0,0,39,0,189,0,12
29223,Female,Other,2006,100,Theft,0,1,0,0,0,0,0,0,1,0,0
29224,Male,Other,2006,100,Theft,0,4,0,1,0,0,3,0,15,0,1
29225,Female,White,2006,100,Theft,3,5,3,3,0,0,3,0,28,0,3
29226,Male,White,2006,100,Theft,13,75,15,9,0,1,22,0,223,0,18
37230,Female,Black,2006,100,Tresspass,2,4,3,1,0,0,4,0,13,0,0
37231,Male,Black,2006,100,Tresspass,23,55,33,32,1,0,48,0,111,0,4
37232,Female,Hispanic,2006,100,Tresspass,1,2,0,1,0,0,2,0,5,0,0
37233,Male,Hispanic,2006,100,Tresspass,4,7,3,2,0,0,4,0,21,0,0
37234,Male,Other,2006,100,Tresspass,0,0,0,0,0,0,0,0,1,0,0
37235,Female,White,2006,100,Tresspass,1,2,0,1,0,0,0,0,4,0,0
37236,Male,White,2006,100,Tresspass,6,14,3,6,0,0,14,0,25,0,1
45047,Female,Black,2006,100,Weapon,0,8,0,0,0,0,3,0,12,0,1
45048,Male,Black,2006,100,Weapon,14,342,94,16,0,13,171,0,373,0,10
45049,Unknown,Black,2006,100,Weapon,0,1,0,0,0,0,1,0,1,0,0
45050,Female,Hispanic,2006,100,Weapon,0,1,1,0,0,0,1,0,2,0,0
45051,Male,Hispanic,2006,100,Weapon,3,37,12,3,0,3,13,0,39,0,2
45052,Male,Other,2006,100,Weapon,0,2,0,0,0,0,0,0,3,0,0
45053,Female,White,2006,100,Weapon,0,1,0,0,0,0,0,0,2,0,0
45054,Male,White,2006,100,Weapon,1,40,19,4,0,3,23,0,48,0,4
5624,Female,Black,2006,101,Assault,2,4,2,1,0,0,2,0,15,0,1
5625,Male,Black,2006,101,Assault,10,61,9,8,0,0,22,0,105,0,5
5626,Unknown,Black,2006,101,Assault,0,1,0,0,0,0,0,0,1,0,0
5627,Female,Hispanic,2006,101,Assault,1,4,1,0,0,0,1,0,8,0,0
5628,Male,Hispanic,2006,101,Assault,1,17,2,2,0,0,9,0,38,0,2
5629,Male,Other,2006,101,Assault,0,0,0,0,0,0,0,0,3,0,0
5630,Unknown,Other,2006,101,Assault,0,2,0,1,0,0,1,0,3,0,0
5631,Female,White,2006,101,Assault,0,0,0,0,0,0,0,0,1,0,0
5632,Male,White,2006,101,Assault,0,0,0,0,0,0,0,0,4,0,0
13004,Female,Black,2006,101,Other,0,1,0,0,0,0,1,0,9,0,2
